SUBJECT.NAME	PROJECT.NAME	PHENOTYPE.NAME	Obesity.BMI	Obesity.BodyLength	Date.Month	Date.Year	Date.Season	Date.StudyStartSeconds	Date.Hour	Date.StudyDay	GENDER	EndNormalBW	CoatColour	CageDensity	Litter
A063614772	HS_mouse	Obesity	-0.461827897231375	7.3	2	2004	winter	32659200	0	379	F	21.1	DBA.grey	6	5
A063615105	HS_mouse	Obesity	-0.494154594018443	7.8	1	2004	winter	30240000	0	351	F	21.7	chocolate	3	1
A063615826	HS_mouse	Obesity	-0.460800431429952	7.9	2	2004	winter	33264000	0	386	M	26.7	black	4	1
A063618351	HS_mouse	Obesity	-0.469152325048387	7.2	3	2004	spring	35078400	0	407	F	20	chocolate	4	2
A063618834	HS_mouse	Obesity	-0.397314173908845	7.9	3	2004	spring	36892800	0	428	M	30.3	black	6	1
A063619116	HS_mouse	Obesity	-0.378205259014007	7.2	2	2004	winter	32659200	0	379	M	25.3	black	5	2
A063619274	HS_mouse	Obesity	-0.464840409231692	7.9	2	2004	winter	34473600	0	400	M	23.8	black	4	1
A063619860	HS_mouse	Obesity	-0.355577857969176	7.3	3	2004	spring	35683200	0	414	M	27.8	albino	5	4
A063620055	HS_mouse	Obesity	-0.421706730629786	6.5	9	2003	autumn	19958400	0	232	F	18.3	black	4	1
A063621256	HS_mouse	Obesity	-0.385591624006234	7.7	1	2004	winter	32054400	0	372	M	30	black	6	1
A063621336	HS_mouse	Obesity	-0.441766524558755	7.8	2	2004	winter	32659200	0	379	M	26.6	chocolate	4	2
A063622326	HS_mouse	Obesity	-0.538910713413999	7.6	9	2003	autumn	19353600	0	225	F	19.7	black	6	5
A063623288	HS_mouse	Obesity	-0.498396714782226	7.1	2	2004	winter	34473600	0	400	F	18.1	chocolate	6	2
A063623891	HS_mouse	Obesity	-0.401913588073227	7.7	3	2004	spring	35078400	0	407	M	25.1	black	4	1
A063625788	HS_mouse	Obesity	-0.424676587296803	7.7	2	2004	winter	33868800	0	393	M	26.8	albino	6	4
A063626582	HS_mouse	Obesity	-0.443812338787002	8.2	1	2004	winter	32054400	0	372	M	28.5	albino	6	4
A063629895	HS_mouse	Obesity	-0.464840409231692	7.9	5	2004	spring	41126400	0	477	F	24.3	chocolate	6	3
A063630059	HS_mouse	Obesity	-0.374463202129549	7.3	9	2003	autumn	21168000	0	246	F	21.1	light.brown	6	1
A063630303	HS_mouse	Obesity	-0.488116639021126	8	1	2004	winter	30240000	0	351	M	26.1	chocolate	6	1
A063630607	HS_mouse	Obesity	-0.57467419083833	7.8	1	2004	winter	30240000	0	351	F	19	chocolate	4	4
A063632089	HS_mouse	Obesity	-0.386249196708923	7.8	1	2004	winter	32054400	0	372	M	28.6	light.brown	6	4
A063632293	HS_mouse	Obesity	-0.393530889766983	7	11	2003	autumn	26006400	0	302	M	23.4	black	7	1
A063632875	HS_mouse	Obesity	-0.44307166446952	7.9	1	2004	winter	30240000	0	351	M	28.1	lead	5	4
A063634356	HS_mouse	Obesity	-0.343597130590801	7.2	2	2004	winter	34473600	0	400	M	28.9	albino	6	2
A063635803	HS_mouse	Obesity	-0.460944180564177	8.1	4	2004	spring	37929600	0	440	M	25.3	chocolate	5	1
A063636061	HS_mouse	Obesity	-0.397940008672038	7.5	12	2003	winter	27216000	0	316	M	28.7	dark.brown	5	4
A063637123	HS_mouse	Obesity	-0.398266116802174	7.3	2	2004	winter	33868800	0	393	M	24.8	chocolate	6	2
A063638035	HS_mouse	Obesity	-0.5095732785008	7.5	3	2004	spring	36892800	0	428	F	21.6	chocolate	4	4
A063638108	HS_mouse	Obesity	-0.531336174401068	7.8	3	2004	spring	35078400	0	407	F	21.7	light.brown	4	2
A063768029	HS_mouse	Obesity	-0.470321985011807	7.8	9	2003	autumn	19353600	0	225	M	24.2	black	2	5
A063768269	HS_mouse	Obesity	-0.48315920971698	7.8	4	2004	spring	39916800	0	463	F	24.2	light.brown	4	1
A063769277	HS_mouse	Obesity	-0.457134555417412	8.1	3	2004	spring	35683200	0	414	M	26.5	silverado	5	1
A063770090	HS_mouse	Obesity	-0.490329093034193	7.1	2	2004	winter	34473600	0	400	F	17.7	DBA.grey	6	2
A063770277	HS_mouse	Obesity	-0.477379686433271	8.2	4	2004	spring	39312000	0	456	M	24	black	4	5
A063771357	HS_mouse	Obesity	-0.480784864592768	7.4	9	2003	autumn	19353600	0	225	F	21	albino	6	4
A063772262	HS_mouse	Obesity	-0.464565217775626	7.5	2	2004	winter	33264000	0	386	F	22.4	albino	4	3
A063772352	HS_mouse	Obesity	-0.461967449155551	7.1	2	2004	winter	33264000	0	386	F	20.4	chocolate	4	1
A063772894	HS_mouse	Obesity	-0.431431627973783	8	2	2004	winter	32659200	0	379	M	27.3	chocolate	4	1
A063773074	HS_mouse	Obesity	-0.466574332255837	7.3	1	2004	winter	30240000	0	351	F	19.5	chocolate	3	1
A063773299	HS_mouse	Obesity	-0.435911391909708	7.2	1	2004	winter	32054400	0	372	F	22.3	light.brown	4	1
A063773367	HS_mouse	Obesity	-0.450154116790764	8	2	2004	winter	33264000	0	386	M	27.2	silverado	4	1
A063775561	HS_mouse	Obesity	-0.525741238362966	7.9	9	2003	autumn	19353600	0	225	F	21.2	black	6	5
A063775856	HS_mouse	Obesity	-0.514104820972832	7	3	2004	spring	36892800	0	428	F	16.7	sand	4	3
A063777011	HS_mouse	Obesity	-0.402844933425144	6.4	2	2004	winter	33868800	0	393	F	18.4	chocolate	6	1
A063777532	HS_mouse	Obesity	-0.456797688976278	7.9	3	2004	spring	35683200	0	414	M	26.7	chocolate	5	1
A063778259	HS_mouse	Obesity	-0.441798249200421	7.4	9	2003	autumn	20563200	0	239	F	22.8	light.brown	5	1
A063779516	HS_mouse	Obesity	-0.568278938838628	7.5	4	2004	spring	37929600	0	440	F	17.2	chocolate	5	1
A063779838	HS_mouse	Obesity	-0.468967145371727	7.3	2	2004	winter	32659200	0	379	F	20.7	chocolate	6	2
A063782374	HS_mouse	Obesity	-0.473645616452416	7.4	2	2004	winter	33868800	0	393	F	20.5	albino	4	2
A063784615	HS_mouse	Obesity	-0.471592573199065	7.6	2	2004	winter	34473600	0	400	F	NA	black	3	3
A063787304	HS_mouse	Obesity	-0.360685278546684	7.9	9	2003	autumn	21168000	0	246	M	29.8	light.brown	4	1
A063788521	HS_mouse	Obesity	-0.458431127141094	7.6	9	2003	autumn	19958400	0	232	M	23.9	lead	4	2
A063789566	HS_mouse	Obesity	-0.531336174401068	7.8	4	2004	spring	39312000	0	456	F	21	light.brown	3	2
A063789585	HS_mouse	Obesity	-0.449646831745914	7	3	2004	spring	37497600	0	435	M	24.5	chocolate	4	4
A063789782	HS_mouse	Obesity	-0.490051138798325	7.5	2	2004	winter	33264000	0	386	F	20.2	black	4	1
A063790079	HS_mouse	Obesity	-0.515302875475779	7.7	2	2004	winter	33264000	0	386	F	22.4	black	4	3
A063790268	HS_mouse	Obesity	-0.402003705613423	7.4	3	2004	spring	35078400	0	407	M	24.7	dark.brown	5	5
A063790772	HS_mouse	Obesity	-0.442567676995773	7.7	9	2003	autumn	19958400	0	232	M	27.6	black	5	2
A063791068	HS_mouse	Obesity	-0.426709578406198	7.4	12	2003	winter	29030400	0	337	F	24.6	chocolate	4	2
A063792845	HS_mouse	Obesity	-0.396049822397443	6.6	10	2003	autumn	23587200	0	274	F	18.5	black	5	2
A063793601	HS_mouse	Obesity	-0.466722019423137	8.1	3	2004	spring	35683200	0	414	M	28.4	lead	5	1
A063795281	HS_mouse	Obesity	-0.524288964382994	8.3	3	2004	spring	36892800	0	428	F	26	black	3	1
A063797783	HS_mouse	Obesity	-0.528774628357727	8.2	9	2003	autumn	19353600	0	225	F	21.8	black	6	4
A063798057	HS_mouse	Obesity	-0.501119573117699	7.1	4	2004	spring	39312000	0	456	F	19.4	chocolate	4	3
A063798078	HS_mouse	Obesity	-0.524117817395886	7.8	3	2004	spring	35683200	0	414	F	20.9	chocolate	3	1
A063798598	HS_mouse	Obesity	-0.444909737372417	6.8	2	2004	winter	33868800	0	393	F	18.3	light.brown	6	2
A063799614	HS_mouse	Obesity	-0.46462888456519	6.7	3	2004	spring	36288000	0	421	F	18.7	chocolate	6	1
A063800843	HS_mouse	Obesity	-0.503155838133233	7.8	2	2004	winter	32659200	0	379	F	22.7	chocolate	6	5
A063801090	HS_mouse	Obesity	-0.429085571426177	8.5	2	2004	winter	32659200	0	379	M	29.5	albino	3	3
A063801554	HS_mouse	Obesity	-0.425968732272281	8	4	2004	spring	39312000	0	456	M	27	chocolate	4	5
A063802607	HS_mouse	Obesity	-0.500828604537263	8	11	2003	autumn	24796800	0	288	M	22.9	light.brown	6	3
A063802835	HS_mouse	Obesity	-0.452831501758677	7.9	10	2003	autumn	22982400	0	267	M	27.8	chocolate	6	1
A063802870	HS_mouse	Obesity	-0.406499434129858	7.3	10	2003	autumn	23587200	0	274	M	25.5	light.brown	6	6
A063804009	HS_mouse	Obesity	-0.474629992824477	7.1	11	2003	autumn	26611200	0	309	F	23.1	dark.brown	4	7
A063804552	HS_mouse	Obesity	-0.449847169853	7.2	3	2004	spring	36892800	0	428	F	20.6	black	3	1
A063806359	HS_mouse	Obesity	-0.372132745065752	7	10	2003	autumn	23587200	0	274	M	24	black	5	3
A063807802	HS_mouse	Obesity	-0.528412286012709	8.4	11	2003	autumn	25401600	0	295	F	25.1	light.brown	4	1
A063807887	HS_mouse	Obesity	-0.491933134024485	7.8	11	2003	autumn	24796800	0	288	F	NA	dark.brown	6	3
A063808624	HS_mouse	Obesity	-0.501139843808465	7.7	11	2003	autumn	26611200	0	309	M	25.7	black	6	3
A063808790	HS_mouse	Obesity	-0.460800431429952	7.9	12	2003	winter	29030400	0	337	M	28.3	black	5	4
A063810348	HS_mouse	Obesity	-0.498759015627238	7.3	9	2003	autumn	21772800	0	253	F	20.3	black	4	2
A063811098	HS_mouse	Obesity	-0.401346257363949	8	9	2003	autumn	20563200	0	239	M	32.3	dark.brown	4	2
A063812087	HS_mouse	Obesity	NA	9	4	2004	spring	39916800	0	463	M	35.7	light.brown	4	3
A063812098	HS_mouse	Obesity	-0.491948521714954	7.2	1	2004	winter	30844800	0	358	F	18.1	chocolate	4	5
A063812869	HS_mouse	Obesity	-0.487671437052971	7.5	8	2003	summer	18748800	0	218	F	21.2	chocolate	4	2
A063813024	HS_mouse	Obesity	-0.417928769363368	8.5	2	2004	winter	33264000	0	386	M	36	light.brown	4	1
A063813601	HS_mouse	Obesity	-0.4358843423328	7.8	9	2003	autumn	20563200	0	239	M	27.4	chocolate	4	1
A063814864	HS_mouse	Obesity	-0.499702524474506	7.5	1	2004	winter	32054400	0	372	F	22	dark.brown	4	1
A063815560	HS_mouse	Obesity	-0.432059191820639	7.5	9	2003	autumn	19958400	0	232	M	28.8	dark.brown	4	6
A063816580	HS_mouse	Obesity	-0.52514660673616	8	2	2004	winter	33264000	0	386	F	20.9	light.brown	4	1
A063818533	HS_mouse	Obesity	-0.432059191820639	7.5	2	2004	winter	33868800	0	393	M	25.9	dark.brown	3	4
A063819817	HS_mouse	Obesity	-0.440507143598857	7.2	3	2004	spring	36892800	0	428	F	16.7	chocolate	4	4
A063820535	HS_mouse	Obesity	-0.50460985896925	7.5	3	2004	spring	36892800	0	428	F	20.8	sand	4	3
A063820626	HS_mouse	Obesity	-0.425720165190199	8.7	4	2004	spring	39312000	0	456	M	33.8	dark.brown	4	1
A063820850	HS_mouse	Obesity	-0.468218859924043	7.8	2	2004	winter	32659200	0	379	M	24.1	black	4	1
A063821291	HS_mouse	Obesity	-0.455162210758403	7.4	3	2004	spring	35078400	0	407	F	21.2	dark.brown	6	3
A063822811	HS_mouse	Obesity	-0.459063779155841	8.6	3	2004	spring	35078400	0	407	M	31.3	dark.brown	5	5
A063823314	HS_mouse	Obesity	-0.355643050220869	6.3	4	2004	spring	39312000	0	456	F	19.2	lead	5	3
A063823801	HS_mouse	Obesity	-0.556302500767287	7.2	2	2004	winter	34473600	0	400	F	17.3	light.brown	4	3
A063823828	HS_mouse	Obesity	-0.454918115382202	7.7	2	2004	winter	33264000	0	386	M	26.5	chocolate	4	2
A063825775	HS_mouse	Obesity	-0.461827897231375	7.3	1	2004	winter	32054400	0	372	F	21.9	black	4	1
A063828638	HS_mouse	Obesity	-0.47629994922747	8.6	9	2003	autumn	19958400	0	232	M	30.5	sand	4	2
A063832352	HS_mouse	Obesity	-0.516114516747433	7.6	2	2004	winter	32659200	0	379	F	18.2	chocolate	4	2
A063832587	HS_mouse	Obesity	-0.361157735350012	7.3	1	2004	winter	31449600	0	365	M	27.7	black	6	3
A063832617	HS_mouse	Obesity	-0.497269495803507	7.5	3	2004	spring	36892800	0	428	F	20	chocolate	4	3
A063832855	HS_mouse	Obesity	-0.415569496975755	8.1	2	2004	winter	33264000	0	386	M	29	chocolate	4	1
A063834324	HS_mouse	Obesity	-0.444601846906226	7.7	4	2004	spring	39916800	0	463	F	28.7	light.brown	4	1
A063834829	HS_mouse	Obesity	-0.376636781353308	6.6	1	2004	winter	30844800	0	358	F	20.1	albino	5	2
A063835873	HS_mouse	Obesity	-0.523619591414255	7.4	9	2003	autumn	19958400	0	232	F	17	dark.brown	4	2
A063836584	HS_mouse	Obesity	-0.50460985896925	7.5	3	2004	spring	36892800	0	428	F	20.8	chocolate	4	4
A063836639	HS_mouse	Obesity	-0.511952953877333	7.9	1	2004	winter	30844800	0	358	F	23.3	chocolate	4	3
A063837274	HS_mouse	Obesity	-0.330360597688626	7	1	2004	winter	30844800	0	358	M	29.2	albino	6	2
A063837379	HS_mouse	Obesity	-0.479136545954988	7.2	8	2003	summer	18748800	0	218	F	20.7	chocolate	4	2
A063837530	HS_mouse	Obesity	-0.492532714930641	8.4	3	2004	spring	36892800	0	428	M	28.9	black	6	2
A063837548	HS_mouse	Obesity	-0.454715701797327	8.2	9	2003	autumn	20563200	0	239	M	28.6	chocolate	4	1
A063837833	HS_mouse	Obesity	-0.426254358380507	7.8	1	2004	winter	32054400	0	372	M	31.5	dark.brown	6	1
A063838121	HS_mouse	Obesity	-0.468950495244036	7.4	2	2004	winter	32659200	0	379	F	21	chocolate	6	2
A063838593	HS_mouse	Obesity	-0.348327420480331	7.6	2	2004	winter	33264000	0	386	M	32.6	light.brown	4	1
A063839061	HS_mouse	Obesity	-0.506655333317223	8.5	2	2004	winter	33264000	0	386	M	24.8	black	4	1
A063841601	HS_mouse	Obesity	-0.378613675242602	7.9	9	2003	autumn	19353600	0	225	M	31.5	chocolate	3	4
A063842319	HS_mouse	Obesity	-0.434952995182431	8.1	1	2004	winter	32054400	0	372	M	31.5	black	6	1
A063842855	HS_mouse	Obesity	-0.433267971013781	8	1	2004	winter	31449600	0	365	M	26	light.brown	4	1
A063844091	HS_mouse	Obesity	-0.529943401658669	7.7	2	2004	winter	33264000	0	386	F	20.8	albino	4	3
A063847121	HS_mouse	Obesity	-0.451750745465355	7.8	11	2003	autumn	26611200	0	309	M	29.7	black	6	3
A063852837	HS_mouse	Obesity	-0.476225717932018	7.3	9	2003	autumn	21772800	0	253	F	19.8	lead	4	2
A063853635	HS_mouse	Obesity	-0.50078795641929	7.9	1	2004	winter	30240000	0	351	M	26.1	chocolate	5	1
A063854023	HS_mouse	Obesity	-0.363987829748491	6.8	12	2003	winter	27216000	0	316	M	28.9	dark.brown	5	4
A063855321	HS_mouse	Obesity	-0.420505836570779	7.9	9	2003	autumn	21168000	0	246	M	23.7	chocolate	5	4
A063855559	HS_mouse	Obesity	-0.487469335297903	7.6	11	2003	autumn	26006400	0	302	F	21.7	black	4	3
A063855575	HS_mouse	Obesity	-0.53352112188645	7.3	9	2003	autumn	20563200	0	239	F	19.1	chocolate	3	1
A063855885	HS_mouse	Obesity	-0.515302875475779	7.7	11	2003	autumn	26006400	0	302	F	19.1	dark.brown	4	1
A063856573	HS_mouse	Obesity	-0.420423778094975	8.4	9	2003	autumn	21772800	0	253	M	31.8	chocolate	5	5
A063857039	HS_mouse	Obesity	-0.486033687872833	8	9	2003	autumn	21168000	0	246	F	19.9	albino	5	2
A063858113	HS_mouse	Obesity	-0.451750745465355	7.8	9	2003	autumn	21168000	0	246	F	22.2	dark.brown	5	3
A063858827	HS_mouse	Obesity	-0.480993147960472	7.8	11	2003	autumn	24796800	0	288	F	NA	light.brown	6	3
A063859291	HS_mouse	Obesity	-0.401913588073227	7.7	12	2003	winter	27216000	0	316	M	32.4	dark.brown	4	2
A063860035	HS_mouse	Obesity	-0.461227589289209	7.7	10	2003	autumn	22982400	0	267	M	28.7	light.brown	6	2
A063860051	HS_mouse	Obesity	-0.343408593803857	6.3	1	2004	winter	30844800	0	358	M	24.7	dark.brown	5	1
A063860103	HS_mouse	Obesity	-0.514458115836954	7.3	11	2003	autumn	26611200	0	309	F	29.7	black	5	3
A063860589	HS_mouse	Obesity	-0.478325955858033	7.6	10	2003	autumn	22377600	0	260	F	22.9	light.brown	6	3
A063860779	HS_mouse	Obesity	-0.528948424919321	7.4	12	2003	winter	27216000	0	316	F	21.2	light.brown	4	4
A063861561	HS_mouse	Obesity	-0.425312698186956	8.4	4	2004	spring	39312000	0	456	M	32.5	dark.brown	4	1
A063861603	HS_mouse	Obesity	-0.512347598844462	7.8	12	2003	winter	27216000	0	316	F	24.6	chocolate	4	2
A063861871	HS_mouse	Obesity	-0.511952953877333	7.9	9	2003	autumn	21772800	0	253	F	22	black	5	5
A063864876	HS_mouse	Obesity	-0.459709838509124	7.4	4	2004	spring	39312000	0	456	F	22.5	sand	4	4
A063865861	HS_mouse	Obesity	-0.457011104888046	7.7	2	2004	winter	33868800	0	393	M	25	light.brown	6	4
A063866069	HS_mouse	Obesity	-0.448884850642725	8.4	11	2003	autumn	25401600	0	295	M	28.8	dark.brown	4	1
A063867312	HS_mouse	Obesity	-0.492114240343666	7.6	11	2003	autumn	25401600	0	295	F	20.5	chocolate	4	2
A063867785	HS_mouse	Obesity	-0.475534139353018	8.9	3	2004	spring	36892800	0	428	M	33.5	chocolate	6	2
A063870525	HS_mouse	Obesity	-0.499702524474506	7.5	2	2004	winter	33868800	0	393	F	20.9	light.brown	6	2
A063871632	HS_mouse	Obesity	-0.466574332255837	7.3	11	2003	autumn	26611200	0	309	F	26.8	dark.brown	4	7
A063873017	HS_mouse	Obesity	-0.49320114801112	9.1	5	2004	spring	41731200	0	484	M	31.1	light.brown	6	5
A063873529	HS_mouse	Obesity	-0.464787519645937	8.1	2	2004	winter	32659200	0	379	M	28.3	chocolate	4	2
A063874046	HS_mouse	Obesity	-0.403977963669355	7.8	4	2004	spring	39312000	0	456	M	NA	light.brown	4	4
A063875112	HS_mouse	Obesity	-0.376427693981479	8	4	2004	spring	39312000	0	456	M	29.3	silverado	4	3
A063876111	HS_mouse	Obesity	-0.473172658108483	6.7	3	2004	spring	35683200	0	414	F	16.8	albino	5	1
A063878032	HS_mouse	Obesity	-0.475766200634696	8	9	2003	autumn	19353600	0	225	M	25.6	albino	6	3
A063878111	HS_mouse	Obesity	-0.500417336333157	7.4	2	2004	winter	33868800	0	393	F	19.5	black	6	1
A063878863	HS_mouse	Obesity	-0.507326897574181	8	2	2004	winter	33868800	0	393	F	22.9	dark.brown	6	1
A063882361	HS_mouse	Obesity	-0.470664052980592	8.8	9	2003	autumn	21772800	0	253	M	29.4	light.brown	5	5
A063883335	HS_mouse	Obesity	-0.477800370545149	8	5	2004	spring	41126400	0	477	F	23.5	black	6	3
A063885881	HS_mouse	Obesity	-0.409162712780786	7	4	2004	spring	39312000	0	456	F	20.3	silverado	5	3
A063888055	HS_mouse	Obesity	-0.498823601081284	7.7	10	2003	autumn	23587200	0	274	M	23.1	dark.brown	6	6
A063888574	HS_mouse	Obesity	-0.394071165776842	7.4	10	2003	autumn	22377600	0	260	M	27	chocolate	4	2
A063888627	HS_mouse	Obesity	-0.392110465011314	7.4	9	2003	autumn	19958400	0	232	M	28.1	light.brown	4	2
A063892352	HS_mouse	Obesity	-0.477190847618121	7.9	3	2004	spring	37497600	0	435	M	25.4	light.brown	4	4
A063892782	HS_mouse	Obesity	-0.448029622745728	6.7	2	2004	winter	33264000	0	386	F	18.7	light.brown	4	3
A063893087	HS_mouse	Obesity	-0.427792643831205	7.3	2	2004	winter	34473600	0	400	M	25.3	chocolate	4	1
A063893371	HS_mouse	Obesity	-0.550907468880581	8	9	2003	autumn	19958400	0	232	F	20.6	dark.brown	4	2
A063894836	HS_mouse	Obesity	-0.482946838982446	7.7	2	2004	winter	33868800	0	393	F	22.6	dark.brown	4	2
A063894847	HS_mouse	Obesity	-0.496401106171176	7.9	9	2003	autumn	19353600	0	225	M	25.6	black	4	4
A063895000	HS_mouse	Obesity	-0.397940008672038	7	9	2003	autumn	19958400	0	232	M	22.5	black	5	2
A063895344	HS_mouse	Obesity	-0.368068014048612	6.9	4	2004	spring	39312000	0	456	F	23.3	black	5	3
A063895878	HS_mouse	Obesity	-0.559725735673334	7.9	1	2004	winter	30844800	0	358	F	19.6	DBA.grey	4	3
A064000032	HS_mouse	Obesity	NA	9	4	2004	spring	39916800	0	463	M	34	light.brown	4	3
A064000044	HS_mouse	Obesity	-0.591666123025572	8.5	4	2004	spring	39312000	0	456	F	22	light.brown	4	4
A064000272	HS_mouse	Obesity	-0.442567994091743	8	4	2004	spring	39312000	0	456	M	23.5	black	4	5
A064001839	HS_mouse	Obesity	-0.433956214797518	8.5	9	2003	autumn	19353600	0	225	M	30	black	3	4
A064002882	HS_mouse	Obesity	-0.454593604877462	7.2	3	2004	spring	35078400	0	407	F	20	chocolate	4	2
A064002891	HS_mouse	Obesity	-0.413121343109225	7.8	3	2004	spring	37497600	0	435	M	28.1	light.brown	4	4
A064003018	HS_mouse	Obesity	-0.459906750083268	7.8	3	2004	spring	35683200	0	414	M	26.6	silverado	5	1
A064003520	HS_mouse	Obesity	-0.51700981161624	7	9	2003	autumn	19958400	0	232	F	16.8	black	4	1
A064003628	HS_mouse	Obesity	-0.420770690661563	8.1	1	2004	winter	30844800	0	358	M	29.1	black	4	1
A064004123	HS_mouse	Obesity	NA	6.3	9	2003	autumn	19353600	0	225	M	26.7	black	2	5
A064004534	HS_mouse	Obesity	-0.415042940869277	7.9	3	2004	spring	35683200	0	414	M	27.9	albino	5	4
A064005323	HS_mouse	Obesity	-0.54281218849362	8.1	3	2004	spring	35683200	0	414	F	20.6	chocolate	6	2
A064005775	HS_mouse	Obesity	-0.426227163985889	8.2	3	2004	spring	35078400	0	407	M	29.5	dark.brown	5	5
A064008029	HS_mouse	Obesity	-0.480609582565484	7.5	2	2004	winter	33868800	0	393	F	18.1	dark.brown	6	1
A064008513	HS_mouse	Obesity	-0.446926469362911	7.5	9	2003	autumn	19353600	0	225	M	26.4	albino	6	3
A064009012	HS_mouse	Obesity	-0.454593604877462	7.2	9	2003	autumn	19958400	0	232	M	23.4	light.brown	5	4
A064010088	HS_mouse	Obesity	-0.424630381500019	7.2	2	2004	winter	32659200	0	379	F	21.6	chocolate	6	5
A064010366	HS_mouse	Obesity	-0.487908166417985	8.3	9	2003	autumn	19353600	0	225	M	26.9	light.brown	3	4
A064010381	HS_mouse	Obesity	-0.335160776412132	7.1	1	2004	winter	30844800	0	358	M	29	light.brown	6	2
A064011272	HS_mouse	Obesity	-0.456559842495697	8.2	3	2004	spring	36892800	0	428	M	29.1	black	4	1
A064011604	HS_mouse	Obesity	-0.390420465960945	7.9	4	2004	spring	39312000	0	456	M	28.3	light.brown	4	4
A064012291	HS_mouse	Obesity	-0.343582346349445	7.5	1	2004	winter	30844800	0	358	M	32.1	light.brown	6	2
A064012882	HS_mouse	Obesity	-0.524813245057537	7.5	9	2003	autumn	19353600	0	225	F	NA	black	4	3
A064014380	HS_mouse	Obesity	-0.415668775632469	7.5	2	2004	winter	33264000	0	386	M	27.1	black	4	2
A064014880	HS_mouse	Obesity	-0.470800263726129	8.3	3	2004	spring	35683200	0	414	M	29.2	silverado	5	1
A064015058	HS_mouse	Obesity	-0.318758762624413	7.5	4	2004	spring	39916800	0	463	M	28.6	chocolate	4	3
A064017019	HS_mouse	Obesity	-0.48752401511943	7.8	2	2004	winter	33868800	0	393	M	26.4	black	6	2
A064017081	HS_mouse	Obesity	-0.455656300621807	7.5	3	2004	spring	35078400	0	407	F	20.8	light.brown	6	3
A064017595	HS_mouse	Obesity	-0.470321985011807	7.8	3	2004	spring	36288000	0	421	F	25	dark.brown	5	2
A064017802	HS_mouse	Obesity	-0.521077936278983	7.6	9	2003	autumn	19353600	0	225	F	19.3	albino	6	4
A064018072	HS_mouse	Obesity	-0.490051138798325	7.5	9	2003	autumn	20563200	0	239	M	21.7	light.brown	4	1
A064018597	HS_mouse	Obesity	-0.468347330412157	6.3	9	2003	autumn	19958400	0	232	M	24.2	dark.brown	4	6
A064018792	HS_mouse	Obesity	-0.452879358757329	8.2	4	2004	spring	39312000	0	456	M	27	sand	4	4
A064018793	HS_mouse	Obesity	-0.478837835934337	7.8	3	2004	spring	36892800	0	428	F	25.4	black	3	1
A064018874	HS_mouse	Obesity	-0.446926469362911	7.5	1	2004	winter	30844800	0	358	F	23	light.brown	5	2
A064019568	HS_mouse	Obesity	-0.463351282919065	7.7	9	2003	autumn	19958400	0	232	M	26.9	albino	4	6
A064020024	HS_mouse	Obesity	-0.327275166523808	7.2	1	2004	winter	32054400	0	372	M	28.1	albino	6	4
A064020036	HS_mouse	Obesity	-0.498683936070674	8	2	2004	winter	33264000	0	386	M	22.5	silverado	4	1
A064021513	HS_mouse	Obesity	-0.345259721558905	6.9	3	2004	spring	35078400	0	407	M	25.7	albino	4	3
A064021773	HS_mouse	Obesity	-0.449646831745914	7	2	2004	winter	34473600	0	400	F	NA	chocolate	3	3
A064021838	HS_mouse	Obesity	-0.531412728749526	8.1	3	2004	spring	36892800	0	428	F	21.6	chocolate	4	3
A064021862	HS_mouse	Obesity	-0.474629992824477	7.1	2	2004	winter	32659200	0	379	F	19.2	chocolate	6	5
A064022833	HS_mouse	Obesity	-0.448904728097291	8.5	3	2004	spring	35683200	0	414	M	32.3	light.brown	5	4
A064024839	HS_mouse	Obesity	-0.53366880905375	8.1	9	2003	autumn	19353600	0	225	F	22.4	black	6	5
A064026354	HS_mouse	Obesity	-0.426054893264906	7.1	2	2004	winter	32659200	0	379	F	20.7	chocolate	6	5
A064027312	HS_mouse	Obesity	-0.536215939019154	7.8	3	2004	spring	35683200	0	414	F	20.3	light.brown	6	2
A064028336	HS_mouse	Obesity	-0.447244192334845	7.1	9	2003	autumn	19958400	0	232	F	20	chocolate	4	1
A064028563	HS_mouse	Obesity	-0.507084478097106	7.5	4	2004	spring	39312000	0	456	F	26.8	chocolate	4	3
A064029073	HS_mouse	Obesity	-0.467088322480412	8.3	1	2004	winter	31449600	0	365	M	26.6	chocolate	4	1
A064030599	HS_mouse	Obesity	-0.496809361552046	7.6	9	2003	autumn	19958400	0	232	F	22.7	light.brown	4	2
A064032010	HS_mouse	Obesity	-0.511207182252689	7.6	3	2004	spring	36892800	0	428	F	28.6	albino	4	3
A064032352	HS_mouse	Obesity	-0.512910062359889	7.7	10	2003	autumn	22377600	0	260	F	21.4	lead	6	3
A064033059	HS_mouse	Obesity	-0.418317153350898	7.4	12	2003	winter	29030400	0	337	F	24.2	light.brown	4	2
A064033524	HS_mouse	Obesity	-0.416038230764834	7	11	2003	autumn	26611200	0	309	M	26.8	black	6	3
A064033626	HS_mouse	Obesity	-0.436758796045694	8.1	1	2004	winter	32054400	0	372	M	28.9	albino	6	4
A064034866	HS_mouse	Obesity	-0.522222711195012	8.4	9	2003	autumn	19353600	0	225	M	25.1	black	4	4
A064034869	HS_mouse	Obesity	-0.469027733287418	8.9	3	2004	spring	36892800	0	428	M	31.3	albino	6	1
